longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,bedroom ratio,room per household,total bedroom,Is any bedroom missing
-122.07,37.89,38,2139,343,809,340,5.5636,268800,NEAR BAY,0.160355306,6.291176471,343,NO
-122.07,37.89,38,757,124,319,123,5.6558,263300,NEAR BAY,0.163804491,6.154471545,124,NO
-122.06,37.88,34,4781,703,1879,714,6.5378,340900,NEAR BAY,0.147040368,6.696078431,703,NO
-122.05,37.87,30,2296,329,847,322,6.7192,397500,NEAR BAY,0.143292683,7.130434783,329,NO
-122.05,37.9,24,4125,1020,1699,873,2.9526,271000,NEAR BAY,0.247272727,4.725085911,1020,NO
-122.05,37.9,32,2676,484,986,473,4.6528,335700,NEAR BAY,0.180866966,5.657505285,484,NO
-122.05,37.89,37,1677,269,689,283,4.2625,310600,NEAR BAY,0.160405486,5.925795053,269,NO
-122.04,37.89,33,2423,322,998,346,7.5349,349100,NEAR BAY,0.132893108,7.002890173,322,NO
-122.05,37.9,32,4498,862,1818,851,4.8088,321200,NEAR BAY,0.191640729,5.285546416,862,NO
-122.04,37.9,20,5467,1044,2310,963,5.6986,275800,NEAR BAY,0.190963966,5.677050883,1044,NO
-122.02,37.89,29,6349,858,2450,778,7.5,356200,NEAR BAY,0.135139392,8.16066838,858,NO
-122.04,37.88,32,3250,550,1230,557,4.6424,312700,NEAR BAY,0.169230769,5.834829443,550,NO
-122.03,37.86,29,3025,477,1035,452,6.112,390600,NEAR BAY,0.15768595,6.692477876,477,NO
-122.04,37.85,27,6039,780,2181,761,9.5862,469400,NEAR BAY,0.129160457,7.935611038,780,NO
-121.94,37.73,22,1980,291,861,290,6.2726,258200,<1H OCEAN,0.146969697,6.827586207,291,NO
-121.94,37.73,22,6719,1068,2843,994,6.1265,260300,<1H OCEAN,0.158952225,6.759557344,1068,NO
-121.93,37.73,23,2564,347,1043,351,6.2048,275000,<1H OCEAN,0.135335413,7.304843305,347,NO
-121.93,37.73,8,831,231,404,224,3.375,350000,<1H OCEAN,0.277978339,3.709821429,231,NO
-121.95,37.74,19,1127,170,518,167,6.3325,250000,<1H OCEAN,0.150842946,6.748502994,170,NO
-121.95,37.74,19,5721,837,2653,813,6.2631,266000,<1H OCEAN,0.146303094,7.036900369,837,NO
-121.94,37.75,17,2559,370,1238,377,6.2781,269800,<1H OCEAN,0.14458773,6.787798408,370,NO
-121.92,37.73,24,1407,327,501,295,2.4821,157200,<1H OCEAN,0.232409382,4.769491525,327,NO
-121.93,37.74,16,3326,419,1272,402,6.8806,343500,<1H OCEAN,0.12597715,8.273631841,419,NO
-121.94,37.75,16,5121,735,2464,761,6.6204,296100,<1H OCEAN,0.143526655,6.729303548,735,NO
-121.97,37.79,17,5688,824,2111,773,6.6131,312500,<1H OCEAN,0.144866385,7.358344114,824,NO
-121.98,37.8,17,3354,422,1457,425,7.6473,345800,<1H OCEAN,0.125819917,7.891764706,422,NO
-121.98,37.8,16,2498,330,1027,343,8.155,343700,<1H OCEAN,0.132105685,7.282798834,330,NO
-121.98,37.81,18,2903,387,1127,372,5.5921,359100,<1H OCEAN,0.133310369,7.803763441,387,NO
-121.96,37.81,12,6488,778,2404,765,8.3188,403400,<1H OCEAN,0.119913687,8.481045752,778,NO
-121.97,37.8,17,3279,418,1222,381,7.9168,356000,<1H OCEAN,0.12747789,8.606299213,418,NO
-121.94,37.8,8,11336,1657,4089,1555,7.8287,369200,<1H OCEAN,0.146171489,7.290032154,1657,NO
-121.97,37.79,16,3873,484,1451,501,6.7857,341300,<1H OCEAN,0.124967725,7.730538922,484,NO
-121.95,37.78,4,14652,2826,5613,2579,6.3942,356700,<1H OCEAN,0.192874693,5.681271811,2826,NO
-121.96,37.76,8,3865,463,1548,432,9.7037,425100,<1H OCEAN,0.119793014,8.946759259,463,NO
-121.94,37.76,4,6875,1439,2889,1307,4.6932,356100,<1H OCEAN,0.209309091,5.26013772,1439,NO
-121.93,37.76,5,2255,269,876,258,10.3345,461400,<1H OCEAN,0.119290466,8.740310078,269,NO
-121.92,37.74,8,452,51,140,43,12.5915,432400,<1H OCEAN,0.112831858,10.51162791,51,NO
-121.93,37.78,2,227,35,114,49,3.1591,434700,<1H OCEAN,0.154185022,4.632653061,35,NO
-121.96,37.74,2,200,20,25,9,15.0001,350000,<1H OCEAN,0.1,22.22222222,20,NO
-121.97,37.76,8,3743,581,1633,567,6.7027,381900,<1H OCEAN,0.155223083,6.601410935,581,NO
-121.97,37.77,13,7241,1007,3221,947,7.2216,324600,<1H OCEAN,0.139069189,7.64625132,1007,NO
-121.98,37.74,8,2865,389,1376,417,7.9393,399300,<1H OCEAN,0.135776614,6.870503597,389,NO
-122.02,37.84,34,1879,265,729,263,7.7072,443800,NEAR BAY,0.141032464,7.144486692,265,NO
-122.01,37.83,30,3917,549,1330,544,6.5617,386600,NEAR BAY,0.140158284,7.200367647,549,NO
-122,37.82,20,2206,458,926,432,4.6042,256400,<1H OCEAN,0.207615594,5.106481481,458,NO
-121.99,37.82,22,1248,271,579,269,3.375,200000,<1H OCEAN,0.217147436,4.639405204,271,NO
-122.03,37.83,24,5948,738,1997,710,9.8708,500001,NEAR BAY,0.124075319,8.377464789,738,NO
-121.99,37.77,14,8213,1364,3283,1286,5.1755,294800,<1H OCEAN,0.166078169,6.386469673,1364,NO
-121.99,37.81,17,465,83,146,75,4.9018,188500,<1H OCEAN,0.178494624,6.2,83,NO
-122.02,37.8,11,6200,907,2286,896,7.6518,359300,NEAR BAY,0.146290323,6.919642857,907,NO
-122.03,37.87,21,3521,447,1396,467,8.2673,358700,NEAR BAY,0.12695257,7.539614561,447,NO
-122.02,37.88,16,3031,438,1087,421,7.3732,287300,NEAR BAY,0.144506763,7.199524941,438,NO
-122.02,37.87,14,3056,369,1209,377,8.4352,441400,NEAR BAY,0.120746073,8.106100796,369,NO
-122.03,37.86,25,3004,393,1145,376,7.2655,494000,NEAR BAY,0.130825566,7.989361702,393,NO
-122,37.86,18,8953,1074,3011,993,10.7372,500001,<1H OCEAN,0.11995979,9.01611279,1074,NO
-121.97,37.87,4,1029,126,416,122,13.4883,500001,INLAND,0.12244898,8.43442623,126,NO
-121.96,37.84,29,7479,977,2744,943,7.5139,398200,INLAND,0.130632437,7.93107105,977,NO
-122,37.84,16,7681,946,2777,908,9.5271,500001,<1H OCEAN,0.123161047,8.459251101,946,NO
-121.96,37.85,10,3209,379,1199,392,12.2478,500001,INLAND,0.118105329,8.18622449,379,NO
-121.99,37.83,16,2939,380,1177,396,8.0839,372000,<1H OCEAN,0.129295679,7.421717172,380,NO
-121.98,37.82,18,9117,1248,3280,1167,8.003,351300,<1H OCEAN,0.136887134,7.812339332,1248,NO
-121.95,37.81,5,7178,898,2823,907,9.0776,450400,<1H OCEAN,0.125104486,7.914002205,898,NO
-122.1,37.93,20,10212,1424,4083,1374,8.039,382200,NEAR BAY,0.139443792,7.43231441,1424,NO
-122.12,37.94,22,4949,626,1850,590,10.4549,500001,NEAR BAY,0.1264902,8.388135593,626,NO
-122.1,37.9,38,827,144,368,136,6.5095,294400,NEAR BAY,0.174123337,6.080882353,144,NO
-122.14,37.9,32,5738,746,2099,732,10.3224,500001,NEAR BAY,0.130010457,7.838797814,746,NO
-122.12,37.91,34,5683,755,1962,723,8.3678,455300,NEAR BAY,0.132852367,7.860304288,755,NO
-122.09,37.89,35,880,139,352,132,6.8686,406500,NEAR BAY,0.157954545,6.666666667,139,NO
-122.1,37.89,21,3282,653,1398,601,5.2079,310300,NEAR BAY,0.198964046,5.460898502,653,NO
-122.11,37.89,32,2372,516,1067,492,4.3235,279500,NEAR BAY,0.217537943,4.821138211,516,NO
-122.11,37.88,37,4005,614,1602,606,6.4666,348200,NEAR BAY,0.153308365,6.608910891,614,NO
-122.12,37.88,35,2785,362,1001,363,8.0448,433300,NEAR BAY,0.129982047,7.672176309,362,NO
-122.12,37.89,30,3227,733,1260,684,4.125,257100,NEAR BAY,0.227145956,4.717836257,733,NO
-122.13,37.89,27,744,214,295,169,2.7411,350000,NEAR BAY,0.287634409,4.402366864,214,NO
-122.13,37.87,18,1820,220,728,229,10.3713,426100,NEAR BAY,0.120879121,7.947598253,220,NO
-122.14,37.88,34,6986,1096,2865,1124,6.2275,394400,NEAR BAY,0.156885199,6.215302491,1096,NO
-122.07,37.88,11,1077,318,590,264,3.5536,387200,NEAR BAY,0.295264624,4.079545455,318,NO
-122.08,37.88,24,2059,462,410,294,2.3971,99400,NEAR BAY,0.224380767,7.003401361,462,NO
-122.08,37.88,26,2947,,825,626,2.933,85000,NEAR BAY,0,4.707667732,435,YES
-122.08,37.87,24,6130,1359,1750,1286,2.9167,102700,NEAR BAY,0.221696574,4.766718507,1359,NO
-122.06,37.85,17,7475,1556,2092,1449,3.6437,186500,NEAR BAY,0.208160535,5.158730159,1556,NO
-122.07,37.86,23,1025,205,263,191,3.12,155000,NEAR BAY,0.2,5.366492147,205,NO
-122.06,37.86,16,5187,1014,1512,986,4.4551,252400,NEAR BAY,0.195488722,5.260649087,1014,NO
-122.07,37.86,17,1102,224,317,208,3.5893,206300,NEAR BAY,0.203266788,5.298076923,224,NO
-122.08,37.87,26,2405,564,680,531,2.4896,73400,NEAR BAY,0.234511435,4.529190207,564,NO
-122.1,37.88,35,3701,528,1511,517,7.2315,367100,NEAR BAY,0.142664145,7.15860735,528,NO
-122.09,37.86,27,5484,760,2212,770,7.6202,402600,NEAR BAY,0.138584974,7.122077922,760,NO
-122.11,37.87,33,3398,500,1351,457,6.5814,314200,NEAR BAY,0.14714538,7.435448578,500,NO
-122.12,37.85,18,5252,686,1870,657,8.0074,454100,NEAR BAY,0.130616908,7.99391172,686,NO
-122.08,37.84,17,1320,159,1722,141,11.7064,500001,NEAR BAY,0.120454545,9.361702128,159,NO
-122.12,37.81,26,4048,513,1486,498,7.6717,416500,NEAR BAY,0.126729249,8.128514056,513,NO
-122.12,37.82,26,2269,317,918,313,6.6657,364500,NEAR BAY,0.139709123,7.249201278,317,NO
-122.11,37.83,19,5130,741,1887,712,7.203,369900,NEAR BAY,0.144444444,7.20505618,741,NO
-122.08,37.82,4,2045,237,830,252,11.3421,500001,NEAR BAY,0.115892421,8.115079365,237,NO
-122.14,37.86,20,6201,1182,2415,1141,4.5744,314000,NEAR BAY,0.190614417,5.434706398,1182,NO
-122.14,37.85,27,9147,1276,3371,1269,7.3267,389900,NEAR BAY,0.139499289,7.208037825,1276,NO
-122.14,37.84,24,2131,343,874,373,5.6349,355600,NEAR BAY,0.160957297,5.713136729,343,NO
-122.16,37.83,16,4596,705,1480,650,7.52,370200,NEAR BAY,0.153394256,7.070769231,705,NO
-122.16,37.86,36,3359,493,1298,483,8.1586,404300,NEAR BAY,0.146769872,6.954451346,493,NO
-122.18,37.88,36,542,119,231,121,4.9,354200,NEAR BAY,0.219557196,4.479338843,119,NO
-122.18,37.86,33,4449,636,1684,617,8.9571,399700,NEAR BAY,0.142953473,7.210696921,636,NO
-122.16,37.89,32,1779,241,721,258,8.7589,434500,NEAR BAY,0.135469365,6.895348837,241,NO
-122.17,37.88,32,3633,508,1393,506,7.6917,401800,NEAR BAY,0.139829342,7.179841897,508,NO
-122.17,37.88,33,3626,502,1348,480,7.6107,423200,NEAR BAY,0.138444567,7.554166667,502,NO
-122.17,37.87,38,1261,177,472,183,6.917,438000,NEAR BAY,0.14036479,6.890710383,177,NO
-122.22,37.88,20,95,13,31,15,2.4444,475000,NEAR BAY,0.136842105,6.333333333,13,NO
-122.2,37.89,37,3881,560,1315,517,7.3195,367500,NEAR BAY,0.144292708,7.506769826,560,NO
-122.2,37.88,36,1065,160,398,155,7.7736,378100,NEAR BAY,0.150234742,6.870967742,160,NO
-122.18,37.91,31,7200,876,2428,843,10.9405,500001,NEAR BAY,0.121666667,8.540925267,876,NO
-122.2,37.9,36,2107,287,740,280,10.3416,500001,NEAR BAY,0.136212625,7.525,287,NO
-122.18,37.9,36,4760,610,1511,572,9.0064,500001,NEAR BAY,0.128151261,8.321678322,610,NO
-122.18,37.89,18,4845,735,1634,734,8.1489,499000,NEAR BAY,0.151702786,6.600817439,735,NO
-121.84,37.98,8,7505,1089,3325,1016,5.2699,204200,INLAND,0.145103264,7.386811024,1089,NO
-121.81,37.97,8,1584,236,615,202,6.4753,166800,INLAND,0.148989899,7.841584158,236,NO
-121.78,37.97,4,17032,2546,7653,2359,5.5601,213700,INLAND,0.149483326,7.220008478,2546,NO
-121.83,37.95,17,1133,244,716,235,2.875,162500,INLAND,0.215357458,4.821276596,244,NO
-121.94,37.83,11,2836,373,959,335,10.5815,500001,INLAND,0.131523272,8.465671642,373,NO
-121.89,37.82,4,11444,1355,3898,1257,13.2949,500001,INLAND,0.118402656,9.104216388,1355,NO
-121.91,37.81,7,3477,416,1216,395,13.1499,500001,INLAND,0.119643371,8.802531646,416,NO
-121.82,37.81,12,4711,659,2089,621,8.3209,485400,INLAND,0.139885375,7.586151369,659,NO
-121.96,37.99,2,3129,707,1606,698,2.9591,210100,INLAND,0.225950783,4.482808023,707,NO
-121.96,37.94,26,3084,505,1557,501,5.1582,194700,INLAND,0.163748379,6.155688623,505,NO
-121.96,37.95,25,4026,791,1850,709,4.1483,181200,INLAND,0.196472926,5.67842031,791,NO
-121.95,37.94,21,3153,411,1318,431,6.8642,285400,INLAND,0.130352046,7.315545244,411,NO
-121.97,37.93,4,3241,464,1552,494,6.6134,307000,INLAND,0.14316569,6.560728745,464,NO
-122.01,37.92,18,2808,337,1038,337,8.3956,353600,NEAR BAY,0.120014245,8.332344214,337,NO
-122.01,37.92,16,2638,345,1055,334,8.1163,365800,NEAR BAY,0.130780895,7.898203593,345,NO
-121.99,37.92,14,1780,224,764,226,9.0243,427700,INLAND,0.125842697,7.876106195,224,NO
-121.93,37.89,13,2085,292,852,264,7.3445,366700,INLAND,0.140047962,7.897727273,292,NO
-121.92,37.96,14,5332,884,2093,839,5.2798,237400,INLAND,0.165791448,6.355184744,884,NO
-121.94,37.95,18,2541,355,986,346,7.1978,288000,INLAND,0.139708776,7.343930636,355,NO
-121.91,37.93,13,1610,198,703,217,8.7059,329400,INLAND,0.122981366,7.419354839,198,NO
-121.94,37.94,26,1299,174,533,180,6.2296,291700,INLAND,0.133949192,7.216666667,174,NO
-121.94,37.93,16,3421,427,1341,428,7.5695,320400,INLAND,0.124817305,7.992990654,427,NO
-121.93,37.93,16,2876,391,1089,377,6.299,286900,INLAND,0.135952712,7.628647215,391,NO
-121.93,37.93,16,2169,262,877,245,6.6049,312600,INLAND,0.120792992,8.853061224,262,NO
-121.95,37.94,27,1469,216,578,219,5.9346,253600,INLAND,0.147038802,6.707762557,216,NO
-122.25,38.02,16,1803,267,946,266,5.7001,205100,NEAR BAY,0.148086522,6.778195489,267,NO
-122.25,38.03,15,3338,532,1834,520,5.6293,197600,NEAR BAY,0.159376872,6.419230769,532,NO
-122.21,38.02,15,2150,327,1094,324,6.0224,198500,NEAR BAY,0.152093023,6.635802469,327,NO
-122.2,37.96,9,6306,962,2581,911,6.7741,310700,NEAR BAY,0.152553124,6.922063666,962,NO
-122.23,38.06,52,1350,266,490,257,3.125,171100,NEAR BAY,0.197037037,5.252918288,266,NO
-122.23,38.05,52,1736,358,638,297,2.5517,147100,NEAR BAY,0.206221198,5.845117845,358,NO
-122.21,38.06,52,2735,559,1076,487,3.6154,155700,NEAR BAY,0.204387569,5.616016427,559,NO
-122.2,38.04,31,3029,500,1236,487,5.6022,197000,NEAR BAY,0.165070981,6.219712526,500,NO
-122.26,38.03,25,2239,361,928,353,4.4474,203700,NEAR BAY,0.161232693,6.342776204,361,NO
-122.27,38.04,47,1685,405,835,372,2.3103,134500,NEAR BAY,0.240356083,4.529569892,405,NO
-122.26,38.03,41,1631,282,752,288,3.9345,150200,NEAR BAY,0.172900061,5.663194444,282,NO
-122.26,38.04,41,2512,539,1179,480,2.694,123000,NEAR BAY,0.214570064,5.233333333,539,NO
-122.25,38.05,30,1255,297,779,307,1.6767,147700,NEAR BAY,0.236653386,4.087947883,297,NO
-122.32,38.06,4,7999,1611,3596,1396,5.0969,174200,NEAR BAY,0.201400175,5.729942693,1611,NO
-122.28,38,26,2335,413,980,417,3.4471,178900,NEAR BAY,0.176873662,5.599520384,413,NO
-122.29,38,16,4986,1081,2805,1016,4.025,173200,NEAR BAY,0.21680706,4.907480315,1081,NO
-122.36,38.03,32,2159,393,981,369,4.3173,175400,NEAR BAY,0.182028717,5.850948509,393,NO
-122.3,38,34,1712,317,956,341,4.4394,162000,NEAR BAY,0.185163551,5.020527859,317,NO
-122.31,38,26,3735,641,1708,633,4.621,191100,NEAR BAY,0.171619813,5.900473934,641,NO
-122.31,38.01,18,4123,874,1895,772,3.2759,195000,NEAR BAY,0.211981567,5.340673575,874,NO
-122.28,37.99,28,3801,622,1654,571,4.375,193300,NEAR BAY,0.163641147,6.656742557,622,NO
-122.26,37.98,28,2038,329,947,349,5.1178,198000,NEAR BAY,0.161432777,5.839541547,329,NO
-122.27,37.99,16,4921,737,2312,725,5.8899,243200,NEAR BAY,0.149766308,6.787586207,737,NO
-122.27,37.98,23,3455,479,1375,474,6.0289,218600,NEAR BAY,0.138639653,7.289029536,479,NO
-122.26,38.02,5,3846,786,2053,716,5.0473,184800,NEAR BAY,0.204368175,5.37150838,786,NO
-122.24,38.01,11,3751,565,1949,555,5.7862,269400,NEAR BAY,0.1506265,6.758558559,565,NO
-122.24,38.01,16,2084,315,1154,307,6.0102,235600,NEAR BAY,0.151151631,6.788273616,315,NO
-122.25,38,16,2978,411,1531,400,6.5006,237700,NEAR BAY,0.138012089,7.445,411,NO
-122.26,38,14,2338,391,1003,398,4.2269,170500,NEAR BAY,0.167236955,5.874371859,391,NO
-122.26,38,6,678,104,318,91,5.2375,246400,NEAR BAY,0.15339233,7.450549451,104,NO
-122.27,38,15,1216,166,572,178,5.8418,240300,NEAR BAY,0.136513158,6.831460674,166,NO
-122.27,38,12,1592,242,969,233,6.1576,248700,NEAR BAY,0.15201005,6.832618026,242,NO
-122.26,38,5,6265,908,3326,872,6.2073,272900,NEAR BAY,0.144932163,7.184633028,908,NO
-122.29,37.98,27,2133,347,850,350,5.1046,209800,NEAR BAY,0.162681669,6.094285714,347,NO
-122.28,37.96,35,1579,243,734,264,5.5,201000,NEAR BAY,0.15389487,5.981060606,243,NO
-122.27,37.97,10,15259,2275,7266,2338,6.0666,272400,NEAR BAY,0.149092339,6.526518392,2275,NO
-122.3,37.97,30,4030,772,1777,718,3.6393,184000,NEAR BAY,0.191563275,5.61281337,772,NO
-122.3,37.97,34,2854,528,1211,452,3.5353,164700,NEAR BAY,0.185003504,6.314159292,528,NO
-122.29,37.97,20,3426,632,1512,580,4.4911,227400,NEAR BAY,0.184471687,5.906896552,632,NO
-122.3,37.97,35,1811,377,911,340,3.375,149700,NEAR BAY,0.208172281,5.326470588,377,NO
-122.29,37.94,20,7578,1426,3637,1362,4.4387,190000,NEAR BAY,0.1881763,5.563876652,1426,NO
-122.32,37.95,37,1887,353,895,359,4.45,196600,NEAR BAY,0.187069422,5.256267409,353,NO
-122.31,37.94,38,1794,349,810,335,3.8343,191400,NEAR BAY,0.194537347,5.355223881,349,NO
-122.31,37.94,38,2172,403,945,384,4.3958,194200,NEAR BAY,0.185543278,5.65625,403,NO
-122.32,37.95,36,1425,245,573,239,4.35,185000,NEAR BAY,0.171929825,5.962343096,245,NO
-122.31,37.99,25,6508,1137,3259,1081,4.2348,157800,NEAR BAY,0.174708052,6.020351526,1137,NO
-122.3,37.98,25,3807,806,1821,792,3.6518,164300,NEAR BAY,0.211715261,4.806818182,806,NO
-122.32,37.97,29,2347,464,1135,490,3.9722,161000,NEAR BAY,0.19769919,4.789795918,464,NO
-122.32,38.01,26,3054,492,1495,496,4.6944,171100,NEAR BAY,0.161100196,6.157258065,492,NO
-122.33,38,35,3779,711,2493,679,2.9781,109000,NEAR BAY,0.188145012,5.565537555,711,NO
-122.31,38,29,3108,534,1687,516,4.3333,170800,NEAR BAY,0.171814672,6.023255814,534,NO
-122.32,37.99,24,4865,968,2315,893,4.2852,173500,NEAR BAY,0.198972251,5.447928331,968,NO
-122.32,38,32,2275,397,1233,418,4.0437,162800,NEAR BAY,0.174505495,5.442583732,397,NO
-122.34,37.99,42,1531,326,1271,377,2.6167,85100,NEAR BAY,0.212932724,4.061007958,326,NO
-122.33,37.98,3,2850,544,1024,515,6.0115,175000,NEAR BAY,0.190877193,5.533980583,544,NO
-122.33,37.99,4,3999,1079,1591,887,3.911,112500,NEAR BAY,0.269817454,4.508455468,1079,NO
-122.39,38,33,44,6,23,11,4.125,212500,NEAR BAY,0.136363636,4,6,NO
-122.36,37.96,39,246,57,316,52,0.716,104200,NEAR BAY,0.231707317,4.730769231,57,NO
-122.36,37.96,31,1157,276,956,232,1.5347,80400,NEAR BAY,0.238547969,4.987068966,276,NO
-122.36,37.95,40,408,102,302,81,1.8333,69800,NEAR BAY,0.25,5.037037037,102,NO
-122.37,37.95,35,215,45,100,34,1.6023,81300,NEAR BAY,0.209302326,6.323529412,45,NO
-122.37,37.95,32,1298,363,716,268,0.9797,76400,NEAR BAY,0.279661017,4.843283582,363,NO
-122.37,37.96,37,1572,402,1046,350,0.7403,68600,NEAR BAY,0.255725191,4.491428571,402,NO
-122.41,37.98,36,60,15,42,25,1.4583,67500,NEAR BAY,0.25,2.4,15,NO
-122.34,37.98,33,2014,410,1354,427,3.9773,131300,NEAR BAY,0.203574975,4.716627635,410,NO
-122.35,37.98,34,3756,726,2237,686,3.7562,132900,NEAR BAY,0.193290735,5.475218659,726,NO
-122.34,37.97,19,392,109,287,81,6.0426,110000,NEAR BAY,0.278061224,4.839506173,109,NO
-122.35,37.96,32,1991,504,1139,423,2.0353,113600,NEAR BAY,0.253139126,4.706855792,504,NO
-122.35,37.97,43,2178,482,1545,471,2.5863,112200,NEAR BAY,0.221303949,4.624203822,482,NO
-122.35,37.97,31,2892,685,2104,641,3.2188,113800,NEAR BAY,0.236860304,4.511700468,685,NO
-122.32,37.97,33,1595,292,991,300,4.6937,134100,NEAR BAY,0.1830721,5.316666667,292,NO
-122.32,37.97,33,1156,190,643,209,4.5,156600,NEAR BAY,0.164359862,5.531100478,190,NO
-122.33,37.97,19,5151,1335,2548,1165,3.3125,158800,NEAR BAY,0.259172976,4.421459227,1335,NO
-122.33,37.98,32,1967,348,1144,364,4.4135,150100,NEAR BAY,0.176919166,5.403846154,348,NO
-122.33,37.97,45,1982,376,1179,398,3.5463,130800,NEAR BAY,0.189707366,4.979899497,376,NO
-122.34,37.97,19,2237,580,1438,551,2.3382,120700,NEAR BAY,0.259275816,4.059891107,580,NO
-122.33,37.96,46,1222,236,819,251,3.9118,129400,NEAR BAY,0.193126023,4.868525896,236,NO
-122.35,37.96,36,2191,531,1563,524,2.5164,114200,NEAR BAY,0.242355089,4.18129771,531,NO
-122.35,37.96,29,1899,524,1357,443,1.875,97200,NEAR BAY,0.275934702,4.286681716,524,NO
-122.35,37.96,35,1326,346,1023,295,2.0724,97700,NEAR BAY,0.260935143,4.494915254,346,NO
-122.35,37.95,31,2449,595,1801,548,2.6328,110300,NEAR BAY,0.242956309,4.468978102,595,NO
-122.35,37.96,34,1428,335,1272,319,2.5461,93900,NEAR BAY,0.234593838,4.476489028,335,NO
-122.36,37.96,30,950,317,1073,280,1.8664,107800,NEAR BAY,0.333684211,3.392857143,317,NO
-122.32,37.96,25,1728,403,934,412,3.375,133700,NEAR BAY,0.233217593,4.194174757,403,NO
-122.32,37.96,34,2070,357,784,294,4.0417,182800,NEAR BAY,0.172463768,7.040816327,357,NO
-122.32,37.95,35,1612,354,887,331,2.5769,146100,NEAR BAY,0.219602978,4.870090634,354,NO
-122.33,37.95,22,2099,569,1135,509,2.1915,120800,NEAR BAY,0.271081467,4.123772102,569,NO
-122.34,37.96,15,6487,1717,3408,1560,2.1991,133300,NEAR BAY,0.264683213,4.158333333,1717,NO
-122.34,37.96,33,1817,441,1220,389,2.5382,103600,NEAR BAY,0.24270776,4.670951157,441,NO
-122.32,37.94,38,2751,522,1390,489,3.7277,165100,NEAR BAY,0.189749182,5.625766871,522,NO
-122.32,37.94,46,1901,295,833,352,5.5196,210800,NEAR BAY,0.155181483,5.400568182,295,NO
-122.32,37.93,40,1141,213,434,196,3.9464,186900,NEAR BAY,0.186678352,5.821428571,213,NO
-122.33,37.95,42,1627,336,848,316,3.7708,144600,NEAR BAY,0.206515058,5.148734177,336,NO
-122.33,37.94,45,1226,279,590,260,2.8833,140400,NEAR BAY,0.227569331,4.715384615,279,NO
-122.33,37.94,47,1882,361,797,342,3.5848,140800,NEAR BAY,0.191817216,5.502923977,361,NO
-122.33,37.94,43,1876,389,807,377,3.1571,141600,NEAR BAY,0.207356077,4.976127321,389,NO
-122.33,37.94,42,1695,345,719,334,3.9417,139100,NEAR BAY,0.203539823,5.074850299,345,NO
-122.33,37.94,44,1769,332,828,309,4.0526,150800,NEAR BAY,0.187676653,5.724919094,332,NO
-122.34,37.95,45,1128,240,702,270,3.6719,134100,NEAR BAY,0.212765957,4.177777778,240,NO
-122.33,37.95,45,1585,329,981,373,3.0313,135800,NEAR BAY,0.207570978,4.249329759,329,NO
-122.33,37.95,46,1543,339,777,322,4.0927,142600,NEAR BAY,0.219701879,4.791925466,339,NO
-122.34,37.95,44,1675,317,806,311,3.0694,135300,NEAR BAY,0.189253731,5.38585209,317,NO
-122.34,37.95,44,1788,368,933,329,2.875,133400,NEAR BAY,0.205816555,5.434650456,368,NO
-122.34,37.95,39,1986,427,1041,385,3.2333,135100,NEAR BAY,0.215005035,5.158441558,427,NO
-122.34,37.95,38,1340,298,766,241,3.2833,111700,NEAR BAY,0.22238806,5.560165975,298,NO
-122.35,37.95,45,2142,431,1318,431,3.0737,111600,NEAR BAY,0.201213819,4.969837587,431,NO
-122.35,37.95,42,1485,290,971,303,3.6094,114600,NEAR BAY,0.195286195,4.900990099,290,NO
-122.36,37.95,38,1042,289,773,248,2.7714,104700,NEAR BAY,0.277351248,4.201612903,289,NO
-122.34,37.94,47,2313,433,947,430,3.942,143300,NEAR BAY,0.187202767,5.379069767,433,NO
-122.34,37.94,44,1917,444,936,435,2.7391,140300,NEAR BAY,0.231611894,4.406896552,444,NO
-122.34,37.94,31,1611,455,786,411,1.681,145500,NEAR BAY,0.282433271,3.919708029,455,NO
-122.34,37.94,42,2206,451,989,444,3.125,143900,NEAR BAY,0.20444243,4.968468468,451,NO
-122.35,37.94,45,2112,493,1406,452,2.3456,105200,NEAR BAY,0.23342803,4.672566372,493,NO
-122.35,37.94,34,1880,459,1358,422,1.6571,105200,NEAR BAY,0.244148936,4.454976303,459,NO
-122.35,37.94,47,1275,275,844,273,2.8967,95600,NEAR BAY,0.215686275,4.67032967,275,NO
-122.36,37.95,38,1066,248,729,286,1.5139,81700,NEAR BAY,0.232645403,3.727272727,248,NO
-122.36,37.94,45,907,188,479,161,3.0862,79000,NEAR BAY,0.207276736,5.633540373,188,NO
-122.36,37.94,27,844,249,583,265,0.9687,105800,NEAR BAY,0.295023697,3.18490566,249,NO
-122.36,37.94,26,1540,343,1007,338,1.3365,72900,NEAR BAY,0.222727273,4.556213018,343,NO
-122.36,37.94,41,2591,585,1638,462,1.822,79700,NEAR BAY,0.225781552,5.608225108,585,NO
-122.37,37.94,49,969,229,599,195,1.3167,71600,NEAR BAY,0.236326109,4.969230769,229,NO
-122.35,37.93,19,1334,366,1048,316,1.7865,88000,NEAR BAY,0.274362819,4.221518987,366,NO
-122.35,37.93,28,1995,488,1182,439,2.3352,84300,NEAR BAY,0.244611529,4.544419134,488,NO
-122.36,37.94,43,369,107,371,111,1.6,79400,NEAR BAY,0.2899729,3.324324324,107,NO
